GC_Content,AT_Content,Sequence_Length,Num_A,Num_T,Num_C,Num_G,kmer_3_freq,Mutation_Flag,Class_Label,Disease_Risk,Possible_Diseases
44.23,55.77,104,28,30,25,21,0.2,0,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
53.27,46.73,107,22,28,31,26,0.26,0,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
48.62,51.38,109,24,32,24,29,0.24,0,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
41.0,59.0,100,27,32,18,23,0.19,0,HUMAN,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
59.34,40.66,91,22,15,21,33,0.29,0,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
48.28,51.72,87,21,24,17,25,0.21,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
53.4,46.6,103,26,22,34,21,0.15,0,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
45.56,54.44,90,15,34,25,16,0.13,0,HUMAN,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
46.75,53.25,77,20,21,21,15,0.22,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
56.19,43.81,105,27,19,34,25,0.26,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
47.44,52.56,78,23,18,16,21,0.27,1,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
39.42,60.58,104,29,34,17,24,0.26,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
51.26,48.74,119,32,26,29,32,0.22,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
51.52,48.48,99,31,17,17,34,0.1,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
53.04,46.96,115,22,32,30,31,0.28,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
52.5,47.5,80,18,20,16,26,0.21,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
46.84,53.16,79,25,17,22,15,0.25,0,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
48.48,51.52,99,29,22,31,17,0.17,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
54.84,45.16,124,33,23,34,34,0.11,0,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
47.37,52.63,114,28,32,26,28,0.11,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
54.9,45.1,102,15,31,31,25,0.23,1,HUMAN,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
49.47,50.53,95,24,24,16,31,0.16,1,HUMAN,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
58.04,41.96,112,32,15,31,34,0.16,0,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
48.65,51.35,111,24,33,29,25,0.16,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
50.0,50.0,72,19,17,20,16,0.14,0,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
59.52,40.48,84,16,18,18,32,0.22,0,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
41.28,58.72,109,33,31,29,16,0.3,0,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
53.49,46.51,86,16,24,31,15,0.2,1,HUMAN,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
63.86,36.14,83,15,15,20,33,0.19,0,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
47.73,52.27,88,21,25,15,27,0.29,0,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
49.48,50.52,97,15,34,25,23,0.29,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
46.9,53.1,113,26,34,28,25,0.18,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
45.35,54.65,86,29,18,20,19,0.3,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
53.85,46.15,91,24,18,20,29,0.28,0,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
56.32,43.68,87,18,20,27,22,0.11,0,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
59.18,40.82,98,15,25,32,26,0.2,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
55.68,44.32,88,20,19,19,30,0.25,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
41.44,58.56,111,34,31,28,18,0.1,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
56.86,43.14,102,20,24,31,27,0.17,1,HUMAN,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
54.17,45.83,96,15,29,27,25,0.21,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
46.46,53.54,127,34,34,32,27,0.15,0,HUMAN,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
48.0,52.0,100,27,25,18,30,0.19,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
44.33,55.67,97,30,24,18,25,0.13,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
56.07,43.93,107,22,25,33,27,0.23,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
58.14,41.86,86,16,20,29,21,0.23,0,HUMAN,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
61.45,38.55,83,17,15,32,19,0.29,0,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
46.53,53.47,101,32,22,32,15,0.25,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
54.46,45.54,101,25,21,31,24,0.23,1,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
46.15,53.85,91,33,16,19,23,0.26,0,HUMAN,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
43.1,56.9,116,32,34,23,27,0.26,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
57.55,42.45,106,15,30,28,33,0.21,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
54.87,45.13,113,19,32,29,33,0.28,1,HUMAN,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
51.11,48.89,90,17,27,27,19,0.11,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
48.74,51.26,119,34,27,34,24,0.19,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
41.0,59.0,100,30,29,16,25,0.27,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
50.0,50.0,108,27,27,27,27,0.2,1,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
48.08,51.92,104,29,25,34,16,0.18,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
54.64,45.36,97,21,23,22,31,0.17,0,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
50.48,49.52,105,34,18,28,25,0.25,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
46.53,53.47,101,30,24,30,17,0.15,1,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
42.0,58.0,100,28,30,19,23,0.27,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
52.04,47.96,98,29,18,20,31,0.21,0,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
44.79,55.21,96,25,28,15,28,0.2,1,HUMAN,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
39.74,60.26,78,17,30,15,16,0.12,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
53.27,46.73,107,30,20,27,30,0.21,0,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
58.41,41.59,113,23,24,32,34,0.15,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
39.58,60.42,96,27,31,20,18,0.23,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
42.11,57.89,95,22,33,22,18,0.15,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
52.44,47.56,82,23,16,18,25,0.24,0,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
55.86,44.14,111,19,30,29,33,0.26,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
54.0,46.0,100,17,29,21,33,0.27,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
49.57,50.43,115,25,33,34,23,0.27,1,HUMAN,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
50.0,50.0,104,25,27,32,20,0.27,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
45.98,54.02,87,17,30,23,17,0.22,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
54.08,45.92,98,29,16,20,33,0.27,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
43.43,56.57,99,22,34,28,15,0.12,0,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
53.57,46.43,112,21,31,33,27,0.1,0,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
48.45,51.55,97,17,33,30,17,0.22,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
56.18,43.82,89,18,21,22,28,0.23,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
52.38,47.62,84,24,16,25,19,0.16,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
49.41,50.59,85,22,21,15,27,0.25,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
47.52,52.48,101,33,20,21,27,0.28,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
54.37,45.63,103,28,19,34,22,0.13,0,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
50.53,49.47,95,15,32,32,16,0.14,1,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
48.11,51.89,106,29,26,28,23,0.19,1,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
44.44,55.56,90,16,34,24,16,0.17,0,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
44.44,55.56,99,21,34,18,26,0.27,0,HUMAN,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
42.27,57.73,97,25,31,19,22,0.11,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
42.05,57.95,88,20,31,15,22,0.15,0,HUMAN,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
37.37,62.63,99,28,34,19,18,0.18,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
47.17,52.83,106,31,25,25,25,0.17,0,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
55.0,45.0,80,21,15,29,15,0.17,0,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
53.68,46.32,95,27,17,23,28,0.24,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
51.28,48.72,78,17,21,16,24,0.27,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
50.0,50.0,102,25,26,19,32,0.1,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
50.0,50.0,96,16,32,31,17,0.22,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
48.86,51.14,88,28,17,22,21,0.16,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
56.47,43.53,85,15,22,15,33,0.2,0,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
48.54,51.46,103,31,22,19,31,0.1,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
43.97,56.03,116,31,34,23,28,0.11,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
47.19,52.81,89,24,23,23,19,0.13,0,HUMAN,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
40.38,59.62,104,34,28,20,22,0.3,0,HUMAN,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
53.68,46.32,95,19,25,22,29,0.19,0,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
45.05,54.95,111,28,33,18,32,0.2,0,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
51.58,48.42,95,29,17,18,31,0.14,1,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
57.14,42.86,91,20,19,29,23,0.1,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
34.38,65.62,96,32,31,16,17,0.23,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
55.56,44.44,72,15,17,22,18,0.27,1,HUMAN,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
43.81,56.19,105,26,33,15,31,0.27,1,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
46.67,53.33,90,22,26,23,19,0.13,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
48.81,51.19,84,22,21,15,26,0.21,0,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
53.16,46.84,79,21,16,24,18,0.24,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
58.33,41.67,108,26,19,31,32,0.18,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
62.5,37.5,88,15,18,32,23,0.17,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
59.3,40.7,86,17,18,25,26,0.28,0,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
49.06,50.94,106,34,20,22,30,0.2,0,HUMAN,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
48.11,51.89,106,25,30,21,30,0.2,1,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
49.41,50.59,85,15,28,27,15,0.19,1,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
50.94,49.06,106,22,30,23,31,0.24,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
50.46,49.54,109,21,33,26,29,0.29,1,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
50.96,49.04,104,27,24,24,29,0.3,1,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
52.69,47.31,93,25,19,15,34,0.19,1,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
48.74,51.26,119,34,27,24,34,0.13,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
51.52,48.48,99,20,28,26,25,0.13,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
51.16,48.84,86,21,21,19,25,0.15,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
46.51,53.49,86,25,21,18,22,0.11,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
49.54,50.46,109,28,27,26,28,0.15,0,ANIMAL,HIGH,"['Cancer', 'Diabetes', 'Heart Disease', 'Stroke', ""Alzheimer's"", 'Kidney Disease', 'Lung Disease']"
44.9,55.1,98,20,34,18,26,0.14,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
53.06,46.94,98,27,19,29,23,0.21,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
53.06,46.94,98,20,26,32,20,0.23,1,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
49.46,50.54,93,28,19,16,30,0.28,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
48.7,51.3,115,25,34,32,24,0.24,0,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
44.09,55.91,93,31,21,18,23,0.14,1,ANIMAL,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
45.92,54.08,98,33,20,15,30,0.17,0,HUMAN,LOW,"['Common Cold', 'Seasonal Allergy', 'Flu', 'Skin Allergy', 'Mild Hypertension', 'Mild Joint Pain', 'Food Poisoning']"
